"sample.id","value","dataset.id","site.id","site.name","depth","elev","type","pub_year","age","geometry"
264432,8.25,25551,246,"Beef Pasture",106.5,3060,"fossil",2006,1568,c(-108.160375, 37.473105)
264433,8.25,25551,246,"Beef Pasture",108.5,3060,"fossil",2006,1600,c(-108.160375, 37.473105)
264434,15.3,25551,246,"Beef Pasture",110.5,3060,"fossil",2006,1628,c(-108.160375, 37.473105)
264435,15.3,25551,246,"Beef Pasture",112.5,3060,"fossil",2006,1652,c(-108.160375, 37.473105)
264436,15.3,25551,246,"Beef Pasture",114.5,3060,"fossil",2006,1675,c(-108.160375, 37.473105)
264437,8.25,25551,246,"Beef Pasture",116.5,3060,"fossil",2006,1699,c(-108.160375, 37.473105)
264438,15.3,25551,246,"Beef Pasture",118.5,3060,"fossil",2006,1723,c(-108.160375, 37.473105)
264439,15.3,25551,246,"Beef Pasture",120.5,3060,"fossil",2006,1747,c(-108.160375, 37.473105)
264440,11.9,25551,246,"Beef Pasture",122.5,3060,"fossil",2006,1772,c(-108.160375, 37.473105)
264441,15.3,25551,246,"Beef Pasture",124.5,3060,"fossil",2006,1797,c(-108.160375, 37.473105)
264442,15.3,25551,246,"Beef Pasture",126.5,3060,"fossil",2006,1823,c(-108.160375, 37.473105)
264443,15.3,25551,246,"Beef Pasture",128.5,3060,"fossil",2006,1848,c(-108.160375, 37.473105)
264444,15.3,25551,246,"Beef Pasture",130.5,3060,"fossil",2006,1873,c(-108.160375, 37.473105)
264445,15.3,25551,246,"Beef Pasture",132.5,3060,"fossil",2006,1897,c(-108.160375, 37.473105)
264446,11.9,25551,246,"Beef Pasture",134.5,3060,"fossil",2006,1921,c(-108.160375, 37.473105)
264447,15.3,25551,246,"Beef Pasture",136.5,3060,"fossil",2006,1944,c(-108.160375, 37.473105)
264448,15.3,25551,246,"Beef Pasture",138.5,3060,"fossil",2006,1968,c(-108.160375, 37.473105)
264449,10.65,25551,246,"Beef Pasture",140.5,3060,"fossil",2006,1996,c(-108.160375, 37.473105)
264450,10.65,25551,246,"Beef Pasture",142.5,3060,"fossil",2006,2032,c(-108.160375, 37.473105)
264451,15.3,25551,246,"Beef Pasture",144.5,3060,"fossil",2006,2067,c(-108.160375, 37.473105)
347871,10.5,41580,23930,"Hermit Lake",5.5,3450,"fossil",2018,-46,c(-105.63166, 38.08806)
347872,10.5,41580,23930,"Hermit Lake",11.5,3450,"fossil",2018,-38,c(-105.63166, 38.08806)
347873,10.5,41580,23930,"Hermit Lake",15.5,3450,"fossil",2018,-34,c(-105.63166, 38.08806)
347874,10.8,41580,23930,"Hermit Lake",20.5,3450,"fossil",2018,-24,c(-105.63166, 38.08806)
347875,10.8,41580,23930,"Hermit Lake",25.5,3450,"fossil",2018,-4,c(-105.63166, 38.08806)
347876,10.5,41580,23930,"Hermit Lake",30,3450,"fossil",2018,23,c(-105.63166, 38.08806)
347877,10.5,41580,23930,"Hermit Lake",50,3450,"fossil",2018,213,c(-105.63166, 38.08806)
347878,10.5,41580,23930,"Hermit Lake",70,3450,"fossil",2018,493,c(-105.63166, 38.08806)
347879,10.5,41580,23930,"Hermit Lake",90,3450,"fossil",2018,784,c(-105.63166, 38.08806)
347880,8.7,41580,23930,"Hermit Lake",110,3450,"fossil",2018,1047,c(-105.63166, 38.08806)
347881,9.25,41580,23930,"Hermit Lake",130,3450,"fossil",2018,1278,c(-105.63166, 38.08806)
347882,10.5,41580,23930,"Hermit Lake",150,3450,"fossil",2018,1540,c(-105.63166, 38.08806)
347883,10.5,41580,23930,"Hermit Lake",170,3450,"fossil",2018,1969,c(-105.63166, 38.08806)
347884,10.5,41580,23930,"Hermit Lake",190,3450,"fossil",2018,2448,c(-105.63166, 38.08806)
347885,10.5,41580,23930,"Hermit Lake",210,3450,"fossil",2018,2951,c(-105.63166, 38.08806)
347886,10.5,41580,23930,"Hermit Lake",230,3450,"fossil",2018,3396,c(-105.63166, 38.08806)
347887,10.5,41580,23930,"Hermit Lake",250,3450,"fossil",2018,3693,c(-105.63166, 38.08806)
347888,10.5,41580,23930,"Hermit Lake",270,3450,"fossil",2018,3773,c(-105.63166, 38.08806)
347889,10.5,41580,23930,"Hermit Lake",290,3450,"fossil",2018,3844,c(-105.63166, 38.08806)
347890,10.5,41580,23930,"Hermit Lake",310,3450,"fossil",2018,3895,c(-105.63166, 38.08806)
347891,10.5,41580,23930,"Hermit Lake",330,3450,"fossil",2018,3995,c(-105.63166, 38.08806)
347892,10.5,41580,23930,"Hermit Lake",350,3450,"fossil",2018,4003,c(-105.63166, 38.08806)
347893,10.5,41580,23930,"Hermit Lake",370,3450,"fossil",2018,4116,c(-105.63166, 38.08806)
347894,10.5,41580,23930,"Hermit Lake",390,3450,"fossil",2018,4362,c(-105.63166, 38.08806)
347895,10.5,41580,23930,"Hermit Lake",410,3450,"fossil",2018,4748,c(-105.63166, 38.08806)
347896,8.7,41580,23930,"Hermit Lake",430,3450,"fossil",2018,5092,c(-105.63166, 38.08806)
363415,15.3,42645,24232,"Soldier Creek Meadow",5,2860,"fossil",2009,41,c(-109.92042, 32.70177)
363418,16.15,42645,24232,"Soldier Creek Meadow",30,2860,"fossil",2009,424,c(-109.92042, 32.70177)
363419,17.15,42645,24232,"Soldier Creek Meadow",35,2860,"fossil",2009,500,c(-109.92042, 32.70177)
363420,15.05,42645,24232,"Soldier Creek Meadow",40,2860,"fossil",2009,576,c(-109.92042, 32.70177)
363421,14.75,42645,24232,"Soldier Creek Meadow",45,2860,"fossil",2009,653,c(-109.92042, 32.70177)
363422,17.15,42645,24232,"Soldier Creek Meadow",50,2860,"fossil",2009,729,c(-109.92042, 32.70177)
363425,16.15,42645,24232,"Soldier Creek Meadow",65,2860,"fossil",2009,954,c(-109.92042, 32.70177)
363427,17.15,42645,24232,"Soldier Creek Meadow",75,2860,"fossil",2009,1101,c(-109.92042, 32.70177)
363429,15.55,42645,24232,"Soldier Creek Meadow",85,2860,"fossil",2009,1247,c(-109.92042, 32.70177)
363430,15.55,42645,24232,"Soldier Creek Meadow",90,2860,"fossil",2009,1320,c(-109.92042, 32.70177)
430698,16.7,46801,26738,"Hospital Flat Meadow",5,2747,"fossil",2009,31,c(-109.87742, 32.66757)
430699,16.3,46801,26738,"Hospital Flat Meadow",10,2747,"fossil",2009,116,c(-109.87742, 32.66757)
430700,16.7,46801,26738,"Hospital Flat Meadow",15,2747,"fossil",2009,254,c(-109.87742, 32.66757)
430701,15.2,46801,26738,"Hospital Flat Meadow",20,2747,"fossil",2009,394,c(-109.87742, 32.66757)
430702,17.2,46801,26738,"Hospital Flat Meadow",25,2747,"fossil",2009,533,c(-109.87742, 32.66757)
430703,15.45,46801,26738,"Hospital Flat Meadow",30,2747,"fossil",2009,667,c(-109.87742, 32.66757)
430704,15.45,46801,26738,"Hospital Flat Meadow",35,2747,"fossil",2009,794,c(-109.87742, 32.66757)
430705,15.45,46801,26738,"Hospital Flat Meadow",40,2747,"fossil",2009,921,c(-109.87742, 32.66757)
430706,15.55,46801,26738,"Hospital Flat Meadow",45,2747,"fossil",2009,1047,c(-109.87742, 32.66757)
430707,15.55,46801,26738,"Hospital Flat Meadow",50,2747,"fossil",2009,1173,c(-109.87742, 32.66757)
